student_id,state,school_type,gender,age,class_level,distance_to_school_km,household_income_band,parent_education_level,num_siblings,part_time_work,has_scholarship,family_support,health_issues,attendance_rate_pct,term1_avg_score,term2_avg_score,term3_avg_score,overall_avg_score,extracurricular_involvement,risk_score_raw,dropout_risk_level
STU0181,Enugu,Private,Male,14,JSS3,3.5,Middle,Tertiary,5,No,No,Yes,No,96.4,57.9,78.4,61.2,65.8,No,9.2,Low
STU0182,Delta,Public,Male,11,JSS2,2.6,Low,Primary,5,No,No,Yes,No,86.1,61.6,64.4,46.1,57.4,Yes,19.5,Low
STU0183,Borno,Public,Male,16,SS1,6.4,Low,Secondary,3,No,No,No,No,69.1,54.5,47.0,33.1,44.9,Yes,70.5,High
STU0184,Imo,Public,Female,11,SS3,1.3,Middle,Primary,7,No,No,No,No,84.3,44.6,54.7,40.2,46.5,Yes,35.0,Low
STU0185,Oyo,Private,Male,12,JSS3,0.6,High,Primary,4,No,No,No,No,88.2,50.3,47.3,43.3,47.0,Yes,21.2,Low
STU0186,Anambra,Private,Male,12,JSS2,2.3,High,Primary,2,No,No,No,No,94.2,44.5,67.0,55.7,55.7,No,7.3,Low
STU0187,Ogun,Public,Female,14,SS2,4.2,High,Tertiary,0,No,No,Yes,No,87.8,83.1,73.5,77.0,77.9,Yes,15.8,Low
STU0188,Enugu,Public,Male,16,JSS1,4.8,Middle,Primary,5,No,No,No,Yes,74.0,43.9,32.0,62.7,46.2,No,48.6,Medium
STU0189,Edo,Public,Female,11,SS2,9.4,Middle,Primary,1,No,No,Yes,No,82.9,66.1,65.9,46.0,59.3,No,27.0,Low
STU0190,Benue,Public,Male,12,JSS1,4.6,Low,Primary,6,No,No,No,Yes,66.9,38.0,40.2,39.1,39.1,Yes,68.2,High
STU0191,Edo,Public,Male,11,SS1,1.1,Low,None,4,No,No,Yes,No,87.0,44.0,50.7,65.1,53.3,Yes,34.7,Low
STU0192,Ogun,Public,Female,17,JSS2,0.5,Low,Primary,3,No,No,Yes,No,93.5,50.6,38.3,65.9,51.6,No,36.1,Medium
STU0193,Benue,Public,Female,10,SS2,0.6,Middle,Tertiary,4,No,No,Yes,No,88.8,83.2,69.1,81.4,77.9,Yes,23.1,Low
STU0194,Ogun,Private,Male,10,JSS1,3.5,Low,Secondary,1,No,No,No,No,74.5,43.0,60.4,52.2,51.9,No,48.5,Medium
STU0195,Enugu,Private,Female,15,SS2,1.0,High,Secondary,5,No,No,No,No,92.0,74.2,81.7,78.6,78.2,No,21.4,Low
STU0196,Borno,Private,Female,10,SS1,2.0,Low,Secondary,0,Yes,No,No,No,74.0,52.7,46.5,47.9,49.0,Yes,77.7,High
STU0197,Edo,Private,Female,15,JSS2,25.0,Low,Secondary,7,Yes,No,Yes,No,38.2,49.7,38.3,61.4,49.8,No,111.2,High
STU0198,Ogun,Public,Female,15,JSS1,5.4,High,Secondary,7,No,Yes,Yes,No,83.6,53.8,75.5,62.8,64.0,No,10.0,Low
STU0199,Ogun,Public,Male,10,JSS3,7.3,Low,Secondary,7,No,No,Yes,Yes,69.6,73.1,51.9,65.6,63.5,Yes,53.2,Medium
STU0200,Edo,Public,Female,17,JSS3,10.8,Low,Tertiary,2,No,No,No,No,69.3,75.4,50.2,33.4,53.0,No,64.5,Medium
STU0201,Rivers,Public,Male,17,SS3,0.8,Low,Tertiary,7,No,No,Yes,No,77.5,71.9,67.3,71.7,70.3,No,29.4,Low
STU0202,Borno,Private,Female,12,JSS2,5.5,High,Tertiary,7,No,No,No,No,74.2,65.0,61.2,68.4,64.9,Yes,30.0,Low
STU0203,Katsina,Public,Male,18,SS3,3.7,Middle,Tertiary,3,No,No,Yes,No,87.6,53.9,79.2,54.2,62.4,No,21.4,Low
STU0204,Katsina,Public,Male,11,SS1,3.1,Low,Tertiary,7,No,No,Yes,Yes,74.2,72.4,71.8,67.5,70.6,No,34.4,Low
STU0205,Benue,Public,Female,14,SS2,5.2,Low,Secondary,3,No,No,Yes,No,83.3,72.8,48.2,66.7,62.6,No,23.6,Low
STU0206,Kano,Public,Female,10,JSS1,3.8,Low,Primary,0,Yes,No,No,No,68.4,32.8,40.9,36.5,36.7,Yes,78.1,High
STU0207,Enugu,Public,Female,15,SS2,1.0,Middle,Primary,6,No,No,Yes,No,92.0,66.4,55.9,60.3,60.9,No,-1.2,Low
STU0208,Katsina,Public,Female,18,JSS1,2.4,Middle,None,6,No,No,Yes,No,87.5,44.1,62.1,58.5,54.9,Yes,18.6,Low
STU0209,Benue,Public,Male,11,JSS3,2.4,Low,Primary,1,No,No,Yes,No,79.6,58.2,57.6,40.4,52.1,No,34.3,Low
STU0210,Imo,Private,Male,11,SS2,9.2,Middle,Tertiary,1,No,No,Yes,No,78.1,57.4,46.9,70.1,58.1,Yes,34.6,Low
STU0211,Benue,Private,Female,13,SS1,2.5,Middle,Secondary,6,No,No,Yes,No,87.9,65.7,80.6,57.6,68.0,Yes,21.2,Low
STU0212,Enugu,Public,Female,12,JSS3,2.7,High,Primary,1,No,No,Yes,No,95.5,56.0,51.9,38.7,48.9,Yes,25.2,Low
STU0213,Plateau,Public,Male,18,JSS1,6.2,Middle,Primary,0,No,No,Yes,No,88.1,57.0,58.2,66.0,60.4,Yes,16.3,Low
STU0214,Kano,Private,Male,15,JSS2,1.5,Middle,Primary,1,No,No,No,No,82.2,58.0,37.3,51.3,48.9,Yes,32.0,Low
STU0215,Ogun,Public,Female,10,SS1,1.6,Low,Primary,7,No,No,Yes,No,87.3,52.6,59.2,51.7,54.5,No,18.8,Low
STU0216,Ogun,Public,Male,14,JSS2,1.1,Middle,Secondary,3,No,No,Yes,No,81.0,68.0,59.2,44.3,57.2,No,27.6,Low
STU0217,Delta,Public,Male,15,SS1,1.0,Low,Primary,2,Yes,No,Yes,No,77.8,56.2,38.9,45.7,46.9,No,67.5,High
STU0218,Plateau,Private,Male,18,JSS2,13.7,Low,Tertiary,5,Yes,No,Yes,No,51.1,36.8,32.0,67.0,45.3,No,100.6,High
STU0219,Katsina,Public,Male,17,JSS3,5.8,Middle,Secondary,1,No,No,Yes,No,88.9,55.8,72.5,71.2,66.5,No,8.9,Low
STU0220,Delta,Private,Male,12,JSS3,3.7,Low,Secondary,1,No,Yes,Yes,No,81.0,74.9,66.5,77.7,73.0,No,19.9,Low
STU0221,Imo,Public,Female,15,SS2,0.9,Low,Secondary,7,Yes,No,No,No,65.1,42.3,39.7,37.3,39.8,Yes,72.7,High
STU0222,Edo,Private,Female,11,JSS3,0.7,Middle,Tertiary,3,No,No,Yes,No,100.0,88.9,77.4,77.4,81.2,No,-2.1,Low
STU0223,Enugu,Public,Female,13,SS2,18.7,Middle,Secondary,7,No,No,Yes,No,66.1,51.8,69.8,71.2,64.3,No,54.8,Medium
STU0224,Ogun,Public,Female,10,SS1,4.2,Middle,Tertiary,4,No,No,Yes,No,79.9,75.6,49.7,81.0,68.8,Yes,23.3,Low
STU0225,Kano,Public,Female,18,JSS3,1.0,Low,Secondary,7,Yes,No,Yes,No,79.6,61.0,44.5,44.9,50.1,No,61.7,Medium
STU0226,Plateau,Public,Male,12,JSS3,3.5,Middle,None,3,No,No,Yes,No,95.0,47.2,62.5,77.9,62.5,No,-0.8,Low
STU0227,Rivers,Public,Female,12,JSS2,3.2,Low,Secondary,3,No,No,No,No,78.8,51.5,34.8,53.1,46.5,Yes,64.0,Medium
STU0228,Edo,Private,Female,13,JSS3,4.1,Middle,Primary,4,No,No,No,No,89.0,51.4,56.9,52.1,53.5,No,27.8,Low
STU0229,Plateau,Public,Male,15,SS1,4.4,Middle,Tertiary,1,No,No,Yes,No,89.7,73.9,66.2,69.5,69.9,Yes,2.8,Low
STU0230,Ogun,Public,Male,13,SS3,8.0,Low,None,2,Yes,No,Yes,No,64.3,32.5,18.8,56.1,35.8,Yes,78.2,High
STU0231,Lagos,Public,Female,16,JSS1,7.6,Low,None,0,Yes,No,Yes,No,77.6,58.8,48.0,55.2,54.0,Yes,57.5,Medium
STU0232,Delta,Public,Female,18,SS3,1.0,Low,Primary,6,No,No,Yes,No,92.2,58.7,41.3,45.7,48.6,Yes,27.0,Low
STU0233,Kano,Public,Female,11,SS1,4.5,Low,Primary,6,No,No,Yes,No,79.4,52.6,82.9,60.9,65.5,No,30.4,Low
STU0234,Kaduna,Private,Female,16,JSS3,6.4,High,None,0,No,No,Yes,Yes,92.2,56.2,43.5,59.7,53.1,No,25.5,Low
STU0235,Imo,Private,Female,11,JSS3,0.7,Low,Secondary,1,No,No,No,No,82.4,53.6,76.3,61.5,63.8,Yes,43.2,Medium
STU0236,Plateau,Private,Male,14,SS2,4.3,Low,Primary,6,No,Yes,Yes,No,91.9,71.5,50.4,74.2,65.4,No,18.1,Low
STU0237,Rivers,Public,Male,13,JSS2,0.6,Low,None,7,No,No,No,No,80.4,30.5,38.8,43.2,37.5,No,50.2,Medium
STU0238,Sokoto,Private,Male,18,JSS1,4.6,Low,None,4,No,No,Yes,No,84.9,67.0,68.3,50.4,61.9,No,6.4,Low
STU0239,Oyo,Public,Female,18,SS3,3.7,Low,Tertiary,7,No,No,Yes,No,81.8,65.1,73.4,54.9,64.5,Yes,38.3,Medium
STU0240,Plateau,Public,Male,12,JSS3,7.8,High,Primary,5,No,No,Yes,No,82.4,56.9,58.0,61.9,58.9,Yes,18.8,Low
STU0241,Edo,Public,Male,13,SS1,4.6,Middle,None,1,No,No,Yes,No,82.9,55.8,66.6,59.1,60.5,No,5.2,Low
STU0242,Kaduna,Private,Male,16,SS3,4.7,Low,Secondary,7,Yes,No,Yes,No,79.1,83.1,42.9,41.5,55.8,No,53.6,Medium
STU0243,Benue,Public,Male,13,JSS2,5.3,Middle,Primary,0,No,No,Yes,No,83.8,53.0,76.2,42.3,57.2,No,6.3,Low
STU0244,Enugu,Public,Male,11,SS3,2.7,High,Primary,7,Yes,No,Yes,No,79.8,59.2,37.7,49.2,48.7,Yes,30.1,Low
STU0245,Kano,Private,Female,12,SS2,1.7,Middle,Secondary,0,No,No,Yes,No,85.2,54.9,85.8,76.9,72.5,No,8.9,Low
STU0246,Anambra,Private,Female,18,SS3,2.3,Low,Primary,0,No,No,No,No,78.7,37.0,37.2,51.9,42.0,No,38.0,Medium
STU0247,Kaduna,Public,Female,13,JSS2,1.7,High,Secondary,7,No,No,Yes,No,82.3,54.0,83.7,63.9,67.2,No,27.0,Low
STU0248,Kaduna,Private,Female,12,JSS2,1.1,Middle,Primary,3,No,No,Yes,No,93.7,48.8,65.1,40.8,51.6,No,13.6,Low
STU0249,Enugu,Public,Male,15,JSS3,1.3,Low,Primary,7,No,No,No,No,75.3,50.2,57.5,57.9,55.2,Yes,46.3,Medium
STU0250,Enugu,Public,Female,13,JSS2,9.6,Low,Secondary,6,No,No,Yes,No,75.1,63.5,64.7,60.1,62.8,No,23.4,Low
STU0251,Borno,Public,Female,12,JSS2,2.6,Low,None,7,Yes,No,No,No,64.3,35.6,41.5,39.0,38.7,No,88.7,High
STU0252,Enugu,Public,Male,10,JSS3,2.2,Low,Tertiary,0,No,No,Yes,No,80.4,52.5,75.9,82.4,70.3,No,28.5,Low
STU0253,Rivers,Public,Female,13,JSS3,9.4,Low,Secondary,6,No,No,Yes,No,75.1,63.9,47.2,68.0,59.7,Yes,39.0,Medium
STU0254,Benue,Private,Male,13,SS3,2.1,Low,Tertiary,3,No,No,Yes,No,84.5,64.6,69.0,63.3,65.6,No,6.3,Low
STU0255,Sokoto,Public,Male,14,SS1,8.4,Low,Tertiary,1,No,No,Yes,No,76.3,85.0,76.4,49.7,70.4,No,44.4,Medium
STU0256,Katsina,Public,Male,14,JSS1,3.3,Middle,None,5,No,No,Yes,No,87.6,57.9,52.5,53.2,54.5,Yes,24.1,Low
STU0257,Oyo,Public,Male,10,JSS3,0.6,Middle,None,5,Yes,No,No,No,70.1,36.4,49.9,29.0,38.4,No,69.3,High
STU0258,Kano,Private,Male,11,SS3,2.8,Low,Tertiary,1,No,No,No,No,77.9,69.3,55.2,59.6,61.4,No,26.4,Low
STU0259,Imo,Public,Male,15,JSS3,0.5,Low,Tertiary,0,No,No,Yes,No,80.4,68.8,62.7,55.4,62.3,No,30.2,Low
STU0260,Lagos,Private,Female,16,JSS2,4.4,High,Primary,6,No,No,Yes,No,100.0,69.6,59.1,54.7,61.1,No,4.2,Low
STU0261,Delta,Private,Female,15,SS1,5.6,Low,Secondary,1,No,Yes,No,No,74.4,80.7,51.4,69.6,67.2,No,38.0,Medium
STU0262,Lagos,Public,Female,18,SS3,3.3,Middle,Primary,5,No,No,Yes,No,92.1,55.2,52.7,68.0,58.6,Yes,14.5,Low
STU0263,Kaduna,Public,Male,10,JSS2,2.8,Low,Secondary,4,Yes,No,Yes,No,71.6,63.4,41.3,41.7,48.8,No,54.0,Medium
STU0264,Kano,Public,Male,10,SS3,4.3,Low,Tertiary,2,No,No,Yes,No,77.9,64.1,73.4,81.1,72.9,Yes,32.2,Low
STU0265,Oyo,Public,Male,16,JSS1,3.5,Low,None,2,Yes,No,Yes,No,65.9,40.2,31.2,40.4,37.3,Yes,79.2,High
STU0266,Anambra,Public,Female,10,SS2,9.2,Low,Primary,1,Yes,No,Yes,Yes,64.8,73.2,46.1,38.2,52.5,Yes,76.9,High
STU0267,Delta,Public,Male,13,JSS3,1.6,Low,Secondary,0,Yes,No,Yes,No,80.3,61.8,51.4,66.5,59.9,No,40.9,Medium
STU0268,Oyo,Private,Female,13,SS3,2.3,Middle,Tertiary,0,Yes,Yes,Yes,No,83.5,91.6,61.2,88.0,80.3,Yes,29.6,Low
STU0269,Borno,Public,Male,18,JSS1,12.5,Low,Primary,4,Yes,No,No,No,54.5,38.3,47.2,40.9,42.1,No,76.3,High
STU0270,Benue,Public,Male,16,SS2,5.2,Low,None,3,No,No,Yes,No,81.8,55.0,57.3,64.9,59.1,Yes,20.6,Low
STU0271,Katsina,Public,Female,13,SS1,2.3,Middle,Secondary,6,No,No,Yes,No,88.1,59.8,54.0,73.8,62.5,No,19.1,Low
STU0272,Sokoto,Public,Male,10,SS3,6.8,Low,Secondary,5,No,No,Yes,No,81.6,67.6,65.0,45.4,59.3,Yes,34.1,Low
STU0273,Borno,Public,Male,12,SS3,1.2,Low,None,1,Yes,No,No,No,67.1,34.5,19.5,35.0,29.7,No,98.7,High
STU0274,Sokoto,Public,Female,14,JSS3,1.5,Middle,Tertiary,3,Yes,No,Yes,No,88.2,71.1,48.6,70.1,63.3,No,25.3,Low
STU0275,Anambra,Public,Female,15,SS3,1.9,Low,Secondary,6,Yes,Yes,Yes,Yes,70.0,46.3,47.0,51.0,48.1,Yes,56.8,Medium
STU0276,Kano,Public,Male,18,SS1,3.5,Middle,None,2,No,No,Yes,No,72.3,54.9,67.6,46.8,56.4,No,23.9,Low
STU0277,Rivers,Public,Female,17,JSS2,1.4,Middle,Tertiary,6,No,No,No,No,95.1,73.1,72.7,48.9,64.9,No,26.5,Low
STU0278,Enugu,Public,Female,14,JSS2,3.3,Low,Primary,1,No,No,Yes,No,80.7,65.0,85.1,55.0,68.4,No,33.2,Low
STU0279,Kano,Public,Male,17,JSS2,5.3,Low,None,0,Yes,No,Yes,No,61.5,44.5,30.4,32.9,35.9,No,89.3,High
STU0280,Imo,Public,Female,15,SS2,3.9,Low,Primary,4,No,No,Yes,No,87.5,56.4,64.1,57.0,59.2,No,28.1,Low
STU0281,Benue,Public,Male,18,JSS2,1.8,Low,Primary,0,Yes,No,No,No,64.9,38.1,37.1,38.6,37.9,Yes,82.8,High
STU0282,Lagos,Public,Male,12,SS2,5.2,Low,Secondary,4,Yes,No,Yes,No,68.6,43.7,35.7,58.3,45.9,No,58.1,Medium
STU0283,Kaduna,Public,Male,18,SS3,2.3,Low,Secondary,0,Yes,No,Yes,No,65.9,43.1,66.4,39.2,49.6,Yes,80.2,High
STU0284,Borno,Public,Female,13,SS3,3.0,Middle,Primary,1,No,No,No,No,88.5,42.5,60.6,60.3,54.5,No,25.5,Low
STU0285,Borno,Public,Male,13,SS2,2.8,High,Primary,2,No,No,No,No,87.4,42.9,59.2,46.2,49.4,Yes,31.8,Low
STU0286,Imo,Private,Female,14,SS2,7.3,Low,Secondary,5,No,No,Yes,No,84.5,76.7,59.9,63.1,66.6,Yes,28.2,Low
STU0287,Anambra,Private,Female,15,JSS2,3.1,Low,Secondary,0,No,No,Yes,Yes,73.0,50.2,47.2,78.6,58.7,Yes,47.0,Medium
STU0288,Plateau,Private,Female,15,JSS2,2.8,High,Secondary,3,No,No,Yes,No,93.5,70.9,56.6,56.6,61.4,No,0.3,Low
STU0289,Lagos,Public,Female,12,SS2,2.5,Low,Primary,5,Yes,Yes,Yes,No,81.2,53.8,40.6,47.7,47.4,Yes,58.2,Medium
STU0290,Rivers,Private,Male,13,SS3,3.2,Middle,None,5,No,No,No,No,90.9,67.4,69.4,33.8,56.9,No,18.5,Low
STU0291,Kaduna,Public,Female,18,SS2,1.7,Low,None,1,No,No,Yes,No,80.8,42.7,44.5,32.9,40.0,No,56.3,Medium
STU0292,Enugu,Private,Male,13,SS1,3.0,Low,Primary,6,Yes,No,Yes,No,69.2,57.7,60.0,42.4,53.4,No,64.6,Medium
STU0293,Imo,Public,Male,11,SS1,3.5,Low,Primary,0,Yes,No,No,No,68.7,34.9,36.2,40.7,37.3,Yes,97.7,High
STU0294,Anambra,Public,Male,16,SS3,2.0,Low,Primary,0,Yes,No,Yes,Yes,64.4,47.1,61.2,45.5,51.3,No,83.7,High
STU0295,Lagos,Public,Female,12,JSS1,4.5,Middle,None,5,No,No,Yes,No,92.8,63.9,40.0,48.8,50.9,No,11.3,Low
STU0296,Plateau,Public,Female,16,JSS1,0.8,Low,Tertiary,7,Yes,No,Yes,No,74.2,55.9,48.3,62.7,55.6,No,51.8,Medium
STU0297,Rivers,Public,Male,12,SS3,5.8,Low,Secondary,3,No,Yes,Yes,No,82.5,55.9,61.4,61.4,59.6,No,21.9,Low
STU0298,Rivers,Public,Female,17,SS1,0.7,High,Tertiary,0,No,No,No,No,88.2,66.8,77.2,58.6,67.5,Yes,5.0,Low
STU0299,Delta,Private,Male,13,JSS2,1.4,Low,None,6,Yes,No,Yes,No,71.0,38.2,25.6,47.4,37.1,No,66.5,High
STU0300,Ogun,Private,Female,13,SS3,6.8,Low,Secondary,4,No,No,No,No,67.3,49.3,59.5,36.9,48.6,No,54.8,Medium
STU0301,Edo,Private,Male,15,SS3,3.1,Low,Tertiary,0,Yes,No,Yes,No,74.2,74.8,70.7,44.6,63.4,Yes,58.1,Medium
STU0302,Delta,Public,Male,11,SS1,3.0,High,Secondary,2,No,No,Yes,No,90.9,70.8,64.9,73.2,69.6,No,14.7,Low
STU0303,Ogun,Public,Female,11,JSS3,3.2,Middle,Secondary,3,No,No,Yes,Yes,87.0,61.6,61.5,82.7,68.6,Yes,11.8,Low
STU0304,Plateau,Private,Female,13,SS1,13.1,Low,None,0,No,No,No,No,50.6,22.8,43.5,29.8,32.0,No,91.6,High
STU0305,Katsina,Public,Male,13,JSS3,14.8,Middle,Tertiary,2,Yes,No,No,No,65.8,46.1,44.4,51.8,47.4,No,74.0,High
STU0306,Sokoto,Public,Male,15,SS3,1.2,Low,Primary,5,No,No,Yes,No,90.8,59.9,58.3,58.9,59.0,Yes,24.0,Low
STU0307,Edo,Public,Male,14,SS2,1.7,Middle,Secondary,1,Yes,No,No,No,66.3,47.6,60.6,53.4,53.9,No,66.3,High
STU0308,Edo,Public,Female,10,SS1,0.6,Low,Primary,4,No,No,Yes,No,87.4,60.0,43.4,62.5,55.3,No,21.0,Low
STU0309,Katsina,Public,Male,12,JSS1,4.5,Low,Primary,2,No,No,No,No,65.1,39.6,39.4,43.2,40.7,No,72.4,High
STU0310,Katsina,Private,Female,13,SS2,2.7,Low,Secondary,2,Yes,No,Yes,No,62.4,65.2,47.0,38.2,50.1,Yes,73.3,High
STU0311,Oyo,Public,Female,11,SS2,3.2,Low,Secondary,4,Yes,Yes,Yes,No,67.9,45.1,45.0,55.9,48.7,No,57.1,Medium
STU0312,Katsina,Public,Male,12,JSS1,8.1,Low,None,1,Yes,No,No,No,55.9,18.9,47.8,9.1,25.3,No,102.1,High
STU0313,Borno,Public,Male,14,JSS1,1.5,Middle,Secondary,3,No,No,Yes,No,82.3,53.7,70.0,73.0,65.6,Yes,9.9,Low
STU0314,Anambra,Public,Female,12,JSS3,0.7,Middle,Primary,1,No,No,No,No,85.7,42.9,40.3,50.0,44.4,No,34.5,Low
STU0315,Edo,Private,Male,14,SS3,1.1,High,Tertiary,5,No,No,No,No,86.3,59.5,46.4,41.8,49.2,No,34.1,Low
STU0316,Rivers,Private,Male,15,JSS2,3.5,Low,None,1,Yes,No,Yes,Yes,62.8,43.4,41.1,52.7,45.7,No,73.0,High
STU0317,Imo,Public,Male,12,JSS3,2.5,Low,Tertiary,2,Yes,No,No,No,67.3,47.3,52.1,36.9,45.4,Yes,65.4,High
STU0318,Ogun,Public,Male,17,SS2,1.2,Middle,Tertiary,7,No,No,No,No,90.9,51.9,85.3,59.2,65.5,No,17.2,Low
STU0319,Sokoto,Public,Male,10,JSS3,3.6,Low,Tertiary,3,Yes,No,Yes,No,78.1,69.2,62.5,56.4,62.7,Yes,45.3,Medium
STU0320,Borno,Public,Male,10,JSS1,7.6,Low,Primary,1,No,No,Yes,No,77.4,55.2,42.1,57.7,51.7,Yes,41.7,Medium
STU0321,Enugu,Public,Female,15,JSS3,1.1,Middle,Secondary,0,No,No,No,No,83.8,43.5,56.1,57.1,52.2,No,22.9,Low
STU0322,Benue,Private,Male,12,JSS1,1.2,Low,Tertiary,4,No,No,Yes,No,83.9,71.3,60.7,68.4,66.8,Yes,22.7,Low
STU0323,Enugu,Private,Male,12,JSS2,1.3,Middle,None,0,Yes,No,No,No,79.3,42.8,34.6,33.5,37.0,No,57.2,Medium
STU0324,Rivers,Public,Female,15,JSS1,2.3,Middle,Tertiary,1,Yes,No,Yes,Yes,70.2,72.4,70.3,46.9,63.2,No,44.6,Medium
STU0325,Kano,Public,Female,14,SS3,0.7,Low,Tertiary,0,Yes,No,Yes,No,72.4,64.7,43.1,59.3,55.7,No,40.4,Medium
STU0326,Oyo,Public,Male,15,SS1,5.6,Middle,None,1,No,No,Yes,No,92.2,60.9,66.6,48.1,58.5,No,13.0,Low
STU0327,Plateau,Public,Female,14,JSS3,5.1,High,Primary,0,No,No,Yes,Yes,88.0,58.0,57.2,54.5,56.6,No,26.7,Low
STU0328,Katsina,Public,Female,11,JSS3,1.6,Middle,None,7,No,No,Yes,No,86.3,46.0,57.5,42.1,48.5,No,20.8,Low
STU0329,Anambra,Private,Male,10,JSS1,3.0,Middle,Tertiary,0,No,No,Yes,No,95.2,69.4,69.6,71.5,70.2,No,12.2,Low
STU0330,Enugu,Public,Male,12,SS3,3.4,Middle,Secondary,1,No,No,Yes,No,89.1,48.0,62.1,64.4,58.2,No,12.9,Low
STU0331,Benue,Public,Male,14,JSS1,1.5,High,Primary,0,No,No,Yes,Yes,78.3,64.5,37.8,54.2,52.2,No,24.4,Low
STU0332,Sokoto,Public,Female,17,SS3,1.6,Low,Primary,5,No,No,Yes,No,97.5,63.2,65.3,62.7,63.7,Yes,19.9,Low
STU0333,Borno,Public,Male,15,SS1,0.9,Middle,None,2,No,No,No,No,82.6,48.1,61.1,51.9,53.7,Yes,27.8,Low
STU0334,Edo,Public,Male,13,SS1,7.1,Middle,None,2,No,No,Yes,No,85.7,50.1,59.5,27.5,45.7,No,50.4,Medium
STU0335,Rivers,Public,Female,12,SS1,1.2,Low,None,6,Yes,No,No,No,71.6,34.7,19.7,30.4,28.3,No,74.2,High
STU0336,Benue,Public,Female,11,JSS1,8.0,Middle,None,3,Yes,No,Yes,No,77.3,40.0,55.5,54.7,50.1,No,60.7,Medium
STU0337,Imo,Public,Female,17,SS3,1.3,Low,Tertiary,3,No,Yes,No,No,83.8,57.4,63.8,71.0,64.1,Yes,38.9,Medium
STU0338,Enugu,Public,Female,13,SS1,1.1,Middle,Tertiary,6,No,Yes,No,No,92.1,80.6,63.2,61.1,68.3,Yes,14.9,Low
STU0339,Enugu,Private,Female,18,SS1,3.3,Middle,Tertiary,6,No,No,Yes,No,77.3,55.3,56.6,73.3,61.7,Yes,23.1,Low
STU0340,Rivers,Public,Female,18,SS2,2.7,Middle,None,6,No,No,Yes,No,99.6,59.9,69.9,44.8,58.2,No,4.7,Low
STU0341,Katsina,Public,Female,17,SS3,4.4,Middle,Tertiary,6,Yes,No,Yes,No,70.7,47.1,55.6,62.8,55.2,No,61.0,Medium
STU0342,Delta,Public,Female,10,SS2,2.6,Low,Tertiary,7,No,No,Yes,No,84.3,60.5,80.6,81.4,74.2,Yes,34.5,Low
STU0343,Enugu,Private,Female,12,JSS3,2.5,Middle,Primary,2,Yes,No,Yes,No,77.0,60.7,40.5,60.1,53.8,Yes,44.8,Medium
STU0344,Borno,Public,Female,17,SS3,0.8,Middle,Primary,6,Yes,No,No,No,66.0,30.3,35.4,42.0,35.9,Yes,98.4,High
STU0345,Anambra,Public,Male,13,SS3,0.9,High,Secondary,3,No,No,Yes,Yes,95.6,76.5,68.3,64.8,69.9,Yes,17.0,Low
STU0346,Katsina,Public,Male,11,JSS1,0.7,High,Secondary,7,No,No,Yes,No,95.0,74.2,79.9,59.8,71.3,No,5.1,Low
STU0347,Kaduna,Public,Female,18,SS3,6.7,Low,Secondary,7,Yes,No,Yes,No,70.4,57.3,54.0,69.9,60.4,No,62.9,Medium
STU0348,Enugu,Public,Male,10,SS1,1.6,Middle,Tertiary,5,No,No,No,No,82.1,74.6,61.8,63.6,66.7,No,26.1,Low
STU0349,Benue,Public,Female,14,SS3,1.3,Low,Secondary,3,No,No,Yes,No,88.0,64.5,65.9,80.6,70.3,No,16.3,Low
STU0350,Enugu,Public,Male,14,SS3,1.6,High,Secondary,1,No,No,Yes,No,92.9,70.2,60.4,55.1,61.9,No,19.8,Low
STU0351,Plateau,Public,Female,17,SS3,3.7,Middle,None,1,No,No,Yes,No,84.7,56.7,79.7,53.2,63.2,Yes,9.3,Low
STU0352,Oyo,Public,Female,10,SS1,4.7,High,Secondary,4,No,Yes,No,No,89.4,71.3,65.1,61.5,66.0,No,21.9,Low
STU0353,Kano,Private,Male,14,SS3,2.1,Middle,Secondary,7,Yes,No,Yes,No,70.3,35.4,60.8,67.8,54.7,Yes,36.6,Medium
STU0354,Oyo,Public,Female,16,JSS1,1.3,Low,Secondary,0,No,No,Yes,No,81.0,69.0,45.7,53.2,56.0,No,20.9,Low
STU0355,Benue,Private,Female,16,JSS2,4.0,Low,Tertiary,6,No,No,Yes,No,84.4,65.1,66.0,79.9,70.3,No,34.5,Low
STU0356,Benue,Public,Female,16,JSS1,0.7,Middle,Secondary,1,No,No,No,No,87.0,55.8,37.7,55.4,49.6,No,21.9,Low
STU0357,Kano,Private,Male,10,JSS1,0.5,Low,Secondary,1,Yes,No,Yes,Yes,68.2,50.0,69.5,66.3,61.9,No,51.9,Medium
STU0358,Enugu,Public,Male,14,SS3,3.3,Low,Secondary,0,Yes,No,Yes,No,72.8,53.2,57.9,63.6,58.2,No,37.9,Medium
STU0359,Lagos,Private,Female,11,SS1,4.9,Low,Primary,4,Yes,No,Yes,No,73.8,46.2,40.1,56.8,47.7,Yes,64.5,Medium
STU0360,Lagos,Public,Male,16,JSS1,3.1,Low,Tertiary,1,Yes,No,No,No,63.7,42.1,48.5,49.6,46.7,No,94.9,High
STU0361,Sokoto,Public,Female,17,JSS3,2.8,Low,Primary,1,No,No,Yes,Yes,81.4,50.3,70.2,53.7,58.1,No,35.9,Medium
STU0362,Imo,Public,Male,11,JSS2,2.9,Middle,Secondary,2,Yes,No,Yes,No,72.3,41.6,51.0,32.7,41.8,No,45.8,Medium
